Name;Address;Postal Code;City;Country;ATV;Customer
Rituals Örnsköldsvik Oskargallerian;Lasarettsgatan 20;891 32;Örnsköldsvik;Sweden;47;24237
Rituals Umeå Avion Shopping;Marknadsgatan 3;904 22;Umeå;Sweden;25;15140
Rituals Karlstad Mitt i City;Järnvägsgatan 14;65225;Karlstad;Sweden;21;18379
Rituals Göteborg Nordstan;Postgatan 26-32;411 05;Göteborg;Sweden;17;19345
Rituals Lund City;Lilla Fiskaregatan 9;222 24;Lund;Sweden;40;36888
Rituals Stockholm Mood;Regeringsgatan 48;111 56;Stockholm;Sweden;31;16120
Rituals Norrköping Linden; Drottninggatan 41;602 32;Norrköping;Sweden;18;45430
Rituals Jönköping Asecs;Kompanigatan 16;553 05;Jönköping;Sweden;33;23409
Rituals Kungsbacka Kungsmässan;Borgmästaregatan 5;434 38;Kungsbacka;Sweden;36;22028
Rituals Kungälv Kongahälla Center;Älvebacken 1;442 35;Kungälv;Sweden;35;13954
Rituals Uppsala Forumgallerian;Forumtorget;753 20;Uppsala;Sweden;39;49000
Rituals Södertälje Kringlan;Storgatan 4;151 27;Södertälje;Sweden;22;33917
Rituals Vällingby Centrum;Pajalagatan 32;162 65;Vällingby;Sweden;31;37131
Rituals Göteborg Kungsgatan;Kungsgatan 51;411 16;Göteborg;Sweden;45;24804
Rituals Gävle Gallerian Nian;Drottninggatan 9;803 20;Gävle;Sweden;21;40281
Rituals Växjö Grand Samarkand;Hejaregatan 32;352 46;Växjö;Sweden;17;11169
Rituals Stockholm Skärholmen;Bredholmsgatan 4;127 48;Skärholmen;Sweden;33;17865
Rituals Göteborg Allum;Kyrktorget 19-21;433 33;Partille;Sweden;44;39232
Rituals Halmstad Brogatan;Brogatan 14;302 42;Halmstad;Sweden;33;42754
Rituals Uppsala Gränbystaden;Marknadsgatan 1;754 60;Uppsala;Sweden;27;40742
Rituals Stockholm Centralstation;Centralplan;111 20;Stockholm;Sweden;20;23855
Rituals Tyresö Centrum;Marknadsgränd 24;135 40;Tyresö;Sweden;35;28856
Rituals Örebro Vågen;Våghustorget;702 11;Örebro;Sweden;26;26407
Rituals Malmö Mobilia Galleria;Per Albin Hanssons väg 40;214 32;Malmö;Sweden;47;13794
Rituals Nova Lund;Företagsvägen 10;227 61;Lund;Sweden;20;16571
Rituals Göteborg Frölunda Torg;Frölunda Torg;421 42;Västra Frölunda;Sweden;17;12013
Rituals Karlstad Bergvik Galleria;Frykmans Väg 1;653 46;Karlstad;Sweden;50;31475
Rituals Umeå Utopia;Kungsgatan 67;903 26;Umeå;Sweden;46;37434
Rituals Örebro Marieberg;Säljarevägen 1;702 36;Örebro;Sweden;34;33400
Rituals Stockholm Kungens Kurva;Modulvägen 6C;141 75;Kungens Kurva;Sweden;18;45805
Rituals Stockholm Farsta Centrum;Kroppaplan 10;123 47;Farsta;Sweden;41;48803
Rituals Stockholm Kista Galleria;Kista Galleria;164 91;Kista;Sweden;36;14820
Rituals Stockholm Sollentuna Centrum;Sollentunavägen 163;191 47;Sollentuna;Sweden;44;29043
Rituals Ödåkra Väla Centrum;Marknadsvägen 9;260 36;Ödåkra;Sweden;36;20779
Rituals Stockholm Nacka Forum;Forumvägen 12;131 40;Nacka;Sweden;36;39865
Rituals Stockholm Fältöversten;Karlaplan 13;115 20;Stockholm;Sweden;25;16755
Rituals Uppsala St Per Gallerian;Svartbäcksgatan 7-11;753 20;Uppsala;Sweden;47;23364
Rituals Malmö Emporia;Hyllie Boulevard 19;215 32;Malmö;Sweden;15;44950
Rituals Malmö Triangeln;Södra Förstadsgatan 41;21143;Malmö;Sweden;38;40805
Rituals Stockholm Västermalmsgallerian;St. Eriksgatan 45;112 34;Stockholm;Sweden;21;48301
Rituals Stockholm Taby Centrum;Centrala galleriagången 1116;183 34;Täby;Sweden;30;31540
Rituals Stockholm Sturegallerian;Stureplan 6;114 46;Stockholm;Sweden;37;19571
Rituals Geneve Centre Balexert; Avenue Louis-Casai 27;1209;Vernier Genève;Switzerland;24;49291
Rituals Basel SBB; Güterstrasse 115;4053;Basel;Switzerland;48;45988
Rituals Vevey Centre Manor; Avenue du Général-Guisan 15;1800;Vevey;Switzerland;48;35936
Rituals Solothurn Hauptgasse;Hauptgasse 21;4500;Solothurn;Switzerland;16;19502
Rituals Thun Bälliz;Bälliz 40;3600;Thun;Switzerland;16;12505
Rituals Bern Spitalgasse;Spitalgasse 27;3011;Bern;Switzerland;49;32145
Rituals Sion;Place du Midi 36;1950;Sion;Switzerland;44;30776
Rituals Zürich Sihlcity; Kalanderplatz 1;8045;Zürich;Switzerland;23;46994
Rituals Lausanne;Place de la Palud 14;1003;Lausanne;Switzerland;19;32006
Rituals Genève Rue du Marche;Rue du Marché 2;1204;Genève;Switzerland;19;40537
Rituals Neuchatel;Rue de l'Hopital 18;2000;Neuchatel;Switzerland;44;26280
Rituals Carouge La Praille; Route des Jeunes 10;1212;Grand-Lancy;Switzerland;33;46664
Rituals Chur Steinbock; Bahnhofstraße 4;7001;Chur;Switzerland;32;25680
Rituals Baden Schlossbergplatz; Schlossbergplatz 5;5400;Baden;Switzerland;38;24266
Rituals Pfäffikon Seedamm Center; Gwattstrasse 11;8808;Pfäffikon;Switzerland;31;42158
Rituals Emmen Center; Stauffacherstrasse 1;6020;Emmenbrücke;Switzerland;31;34383
Rituals Luzern SBB; Ladenlokal U 216;6003;Luzern;Switzerland;36;36673
Rituals Zug Metalli; Baarerstrasse 14;6300;Zug;Switzerland;25;41863
Rituals Zuerich Bahnhofstrasse;Bahnhofstrasse 100;8001;Zuerich;Switzerland;34;13390
Rituals Spreitenbach Shoppi Tivoli; Hochhaus 9;8957;Spreitenbach;Switzerland;26;36635
Rituals Biel Nidaugasse;Nidaugasse 54;2502;Biel;Switzerland;19;27746
Rituals Bern Westside; Gilberte-de-Courgenay-Platz 4;3027;Bern;Switzerland;37;35723
Rituals Basel Freie Strasse;Freie Strasse 11;4001;Basel;Switzerland;36;45149
Rituals St. Gallen Multergasse;Multergasse 5;9000;St Gallen;Switzerland;23;43135
Rituals Bern SBB; Bahnhofplatz 10 1 UG;3011;Bern;Switzerland;38;27581
Rituals Winterthur;Untertor 1;8400;Winterthur;Switzerland;18;39386
Rituals Landquart Fashion Outlet; Tardisstraße 81;7302;Landquart;Switzerland;39;48169
Rituals Avry Centre Avry; Rte de Matran;1754;Avry;Switzerland;49;16725
Rituals Zürich Bahnhofstraße Pop up;Bahnhofstraße 74;8001;Zürich;Switzerland;49;11225
Rituals Chavannes Centre Manor; En Margoussin;1279;Chavannes-de-Bogis;Switzerland;49;43789
Rituals Luzern Weggisgasse;Weggisgasse 36;6004;Luzern;Switzerland;22;14114
Rituals Zuerich Marktgasse;Marktgasse 20;8001;Zuerich;Switzerland;47;16248
Rituals Wallisellen Glattzentrum; Neue Winterthurerstrasse 99;8304;Wallisellen;Switzerland;48;14030
Rituals Liverpool; Liverpool One;L1 8BU;Liverpool;United Kingdom;43;20463
Rituals Nottingham; Lower Parliament St;NG1 3QN;Nottingham;United Kingdom;18;14418
Rituals Glasgow Fort; Garthamlock Rd;G34 9DL;Glasgow;United Kingdom;42;21071
Rituals West Midlands Designer Outlet;UNIT 72-73;WS11 7JZ;Cannock;United Kingdom;15;30349
Rituals Solihull;Rituals;B91 3GJ;Solihull;United Kingdom;31;29347
Rituals Norwich;Unit 211;NR1 3SH;Norwich;United Kingdom;37;31837
Rituals Rushden Lakes;UNIT A7;NN10 6FH;Rushden;United Kingdom;17;33217
Rituals Ballymena;Unit 33-34;BT43 6AH;Ballymena;United Kingdom;49;32085
Rituals Birmingham Bullring;UNIT SU507;B5 4BF;Birmingham;United Kingdom;16;28305
Rituals Cambridge Grand Arcade;SU6 GRAND ARCADE;CB2 3QF;Cambridge;United Kingdom;16;33425
Rituals Winchester;107A HIGH STREET;SO23 9AH;Winchester;United Kingdom;44;17533
Rituals Telford;Unit 152 New Street;TF3 4BX;Telford;United Kingdom;31;27519
Rituals Heathrow Airport T5;Heathrow Airport T5;TW6 2GA;Hounslow;United Kingdom;18;47919
Rituals Livingston;UNIT 331;EH54 6HR;Livingston;United Kingdom;30;49343
Rituals Eastbourne;UNIT SU20;BN21 3NW;Eastbourne;United Kingdom;15;37523
Rituals Leeds Trinity;Unit 2.30 Trinity Leeds;LS1 5AT;Leeds;United Kingdom;47;11069
Rituals Glasgow Buchanan;137 Buchanan St;G1 2JA;Glasgow;United Kingdom;47;25025
Rituals Newcastle Metrocentre;Metrocentre;NE11 9YG;Newcastle;United Kingdom;25;40539
Rituals London Ealing Broadway;UNIT 10;W5 5JY;London;United Kingdom;17;47444
Rituals Bridgend Designer Outlet;UNIT 36;CF32 9SU;Bridgend;United Kingdom;18;37928
Rituals Oxford Westgate;SU52 Westgate;OX1 1TR; Oxford;United Kingdom;37;42145
Rituals Manchester Trafford; 156 Regent Crescent;M17 8AA; Manchester;United Kingdom;21;12988
Rituals York Designer Outlet; St Nicholas Ave;YO19 4TA;York;United Kingdom;27;12957
Rituals Brighton;13 North Street;BN1 1EB;Brighton;United Kingdom;27;48777
Rituals Kings Cross Station; Euston Road;N1 9AL;London;United Kingdom;37;33631
Rituals Lakeside;Unit 124A Lakeside W Thurrock Way;RM20 2ZP;London;United Kingdom;48;44420
Rituals Milton Keynes;11/13 Acorn Walk;MK9 3ES;Milton Keynes;United Kingdom;47;39345
Rituals Cheshire Oaks Designer Outlet; Kinsey Rd;CH65 9JJ;Ellesmere Port;United Kingdom;20;25501
Rituals Bicester Village; 50 Pingle Drive;OX26 6WD;Bicester;United Kingdom;45;44569
Rituals Cardiff;LG15 Grand Arcade;CF10 2EF;Cardiff;United Kingdom;36;27271
Rituals Harrogate;34 James Street;HG1 1RF;Harrogate;United Kingdom;48;39292
Rituals East Midlands Designer Outlet; Mansfield Road;DE55 2JW;South Normanton;United Kingdom;44;41495
Rituals Manchester Arndale; NEW CANNON STREET;M4 2HU;Manchester;United Kingdom;24;42603
Rituals Sheffield;UNIT 50;S9 1EP;Sheffield;United Kingdom;42;39727
Rituals Edinburgh St James;SU26 Edinburgh St James;EH1 3AY;Edinburgh;United Kingdom;16;29038
Rituals Guildford;83 High Street;GU1 3DY;Surrey;United Kingdom;29;46506
Rituals Swindon Designer Outlet;Unit 25-27;SN2 2DY;Swindon;United Kingdom;18;18667
Rituals Basingstoke;UNIT 32;RG21 7BE;Basingstoke;United Kingdom;28;35264
Rituals Caledonia Park;Glasgow Road;DG16 5GG;Gretna;United Kingdom;19;10061
Rituals Clarks Village;UNIT 15;BA16 0BB;Street;United Kingdom;23;32127
Rituals Chelmsford; Bond Street;CM1 1GH;Chelmsford;United Kingdom;28;12290
Rituals Bath;SU45;BA1 1AN;Bath;United Kingdom;27;23846
Rituals Ashford Designer Outlet;Unit 163-164;TN24 0SD;Ashford;United Kingdom;15;49166
Rituals Truro;1 Pydar Street;TR1 2AR;Truro;United Kingdom;31;36558
Rituals London Brent Cross;Unit B1 Mall 5;NW4 3FP;London;United Kingdom;42;19837
Rituals London Bridge Station;Unit SU23;SE1 9SP;London;United Kingdom;20;27493
Rituals London Luton Airport;Airport Way;LU2 9LY;Luton;United Kingdom;47;11586
Rituals London Stratford City;SU1046;E20 1EJ;London;United Kingdom;21;14954
Rituals Birmingham Grand Central;Unit 9 Grand Central Station;B2 4BF;Birmingham;United Kingdom;20;43900
Rituals Birmingham Merry Hill; Pedmore Road;DY5 1QX;Brierley Hill;United Kingdom;30;19611
Rituals London Covent Garden;29 James Street;WC2E 8PA;London;United Kingdom;47;48398
Rituals London Kingston;11 & 11a Church Street;KT1 1RW;London;United Kingdom;24;38150
Rituals London Islington Angel;9 Parkfield Street;N1 0PS;London;United Kingdom;16;34751
Rituals Gunwharf Quays;Unit 3A;Po1 3TZ;Portsmouth;United Kingdom;25;19176
Rituals Leeds White Rose;Unit 13B;LS11 8LU;Leeds;United Kingdom;38;14823
Rituals Dundee;Unit 8;DD1 1UQ;Dundee;United Kingdom;48;49017
Rituals Bristol Cabots;Rituals Bristol Cabots;BS1 3BD;Bristol;United Kingdom;25;28586
Rituals London Oxford Street;103 Oxford Street;W1D 2HF;London;United Kingdom;17;24116
Rituals Plymouth;Charles St;PL1 1EA;Plymouth;United Kingdom;20;16079
Rituals Newcastle Eldon Square;Unit 1a;NE1 7JB;Newcastle;United Kingdom;36;18502
Rituals Watford;Unit 117;WD17 2UB;Watford;United Kingdom;32;48752
Rituals Derby;Unit 241;DE1 2NL;Derby;United Kingdom;31;11060
Rituals Belfast;LG06;BT1 4QG;Belfast;United Kingdom;34;41268
Rituals London Stansted Airport;Airside Ground Floor;CM24 1QW;Stansted;United Kingdom;27;24277
Rituals London Canary Wharf; Jubilee Place 45 Bank Street;E14 5NY;London;United Kingdom;47;17370
Rituals London Westfield;Westfield Shopping Centre;W12 7GD;London;United Kingdom;22;44248
Rituals Bluewater;Unit L100B;DA9 9ST;Greenhithe;United Kingdom;31;42185
Rituals London St. Christopher's Place; St Christopher's Place;W1U 1JG;London;United Kingdom;18;15841
Rituals Reading; The Oracle;RG1 2AG;Reading;United Kingdom;46;40347
Rituals London Kensington High Str;131 Kensington High Street;W8 6SU;London;United Kingdom;38;10108
Rituals Bromley;Unit U006;BR1 1DN;Bromley;United Kingdom;38;18559
Rituals Bristol Cribbs Causeway;Unit 56;BS34 5DG;Bristol;United Kingdom;40;49967
Rituals Aberdeen;Unit GS10;AB11 5RG;Aberdeen;United Kingdom;25;18363
Rituals London Battersea;UG24;SW8 5BN;London;United Kingdom;21;38989
Rituals Derry;Unit L13;BT48 6XY;Derry;United Kingdom;33;37621
Rituals Exeter; 15 High Street;EX4 3LH;Exeter;United Kingdom;19;20561
Rituals Southampton;Unit SU13;SO15 1QF;Southampton;United Kingdom;34;30023
Rituals Inverness;Unit 211;IV2 3PP;Inverness;United Kingdom;33;23133
Rituals Glasgow Silverburn;Unit H2B;G53 1QP;Glasgow;United Kingdom;30;31385
